survey_id,customer_id,sent_at,response_at,score,nps_category
S-00002346,819,2025-03-31,2025-04-01,8,Passive
S-00002347,822,2025-03-31,,,
S-00002348,823,2025-03-31,,,
S-00002349,829,2025-03-31,,,
S-00002350,836,2025-03-31,,,
S-00002351,839,2025-03-31,,,
S-00002352,846,2025-03-31,2025-04-12,2,Detractor
S-00002353,851,2025-03-31,2025-04-05,9,Promoter
S-00002354,861,2025-03-31,,,
S-00002355,872,2025-03-31,2025-04-02,7,Passive
S-00002356,880,2025-03-31,2025-04-11,7,Passive
S-00002357,881,2025-03-31,2025-04-02,2,Detractor
S-00002358,883,2025-03-31,2025-04-02,9,Promoter
S-00002359,888,2025-03-31,2025-04-08,8,Passive
S-00002360,892,2025-03-31,2025-04-05,0,Detractor
S-00002361,895,2025-03-31,2025-04-14,10,Promoter
S-00002362,898,2025-03-31,2025-04-08,9,Promoter
S-00002363,899,2025-03-31,2025-04-11,7,Passive
S-00002364,902,2025-03-31,2025-04-05,8,Passive
S-00002365,910,2025-03-31,,,
S-00002366,911,2025-03-31,2025-04-13,9,Promoter
S-00002367,912,2025-03-31,2025-04-09,9,Promoter
S-00002368,920,2025-03-31,2025-04-01,8,Passive
S-00002369,929,2025-03-31,2025-04-14,8,Passive
S-00002370,2,2025-06-30,,,
S-00002371,7,2025-06-30,2025-07-01,8,Passive
S-00002372,8,2025-06-30,2025-07-06,9,Promoter
S-00002373,10,2025-06-30,2025-07-08,9,Promoter
S-00002374,25,2025-06-30,,,
S-00002375,29,2025-06-30,,,
S-00002376,46,2025-06-30,2025-07-07,9,Promoter
S-00002377,52,2025-06-30,,,
S-00002378,74,2025-06-30,2025-07-07,10,Promoter
S-00002379,76,2025-06-30,2025-07-01,7,Passive
S-00002380,77,2025-06-30,,,
S-00002381,110,2025-06-30,,,
S-00002382,111,2025-06-30,2025-07-12,8,Passive
S-00002383,113,2025-06-30,,,
S-00002384,116,2025-06-30,,,
S-00002385,136,2025-06-30,2025-07-06,5,Detractor
S-00002386,137,2025-06-30,2025-07-08,7,Passive
S-00002387,154,2025-06-30,,,
S-00002388,168,2025-06-30,2025-07-01,7,Passive
S-00002389,186,2025-06-30,2025-07-06,10,Promoter
S-00002390,188,2025-06-30,,,
S-00002391,191,2025-06-30,,,
S-00002392,211,2025-06-30,2025-07-05,8,Passive
S-00002393,227,2025-06-30,,,
S-00002394,233,2025-06-30,2025-07-03,9,Promoter
S-00002395,235,2025-06-30,2025-07-09,6,Detractor
S-00002396,247,2025-06-30,,,
S-00002397,249,2025-06-30,2025-07-05,8,Passive
S-00002398,258,2025-06-30,2025-07-11,8,Passive
S-00002399,271,2025-06-30,,,
S-00002400,273,2025-06-30,2025-07-01,7,Passive
S-00002401,277,2025-06-30,2025-07-03,10,Promoter
S-00002402,279,2025-06-30,2025-06-30,10,Promoter
S-00002403,291,2025-06-30,2025-07-06,8,Passive
S-00002404,297,2025-06-30,,,
S-00002405,301,2025-06-30,2025-07-05,9,Promoter
S-00002406,302,2025-06-30,,,
S-00002407,305,2025-06-30,2025-07-09,9,Promoter
S-00002408,307,2025-06-30,,,
S-00002409,309,2025-06-30,,,
S-00002410,312,2025-06-30,2025-07-03,8,Passive
S-00002411,333,2025-06-30,,,
S-00002412,334,2025-06-30,2025-07-01,9,Promoter
S-00002413,344,2025-06-30,2025-07-12,10,Promoter
S-00002414,346,2025-06-30,,,
S-00002415,357,2025-06-30,2025-07-07,7,Passive
S-00002416,374,2025-06-30,2025-07-07,10,Promoter
S-00002417,389,2025-06-30,,,
S-00002418,400,2025-06-30,,,
S-00002419,417,2025-06-30,,,
S-00002420,420,2025-06-30,2025-07-04,10,Promoter
S-00002421,424,2025-06-30,2025-07-08,5,Detractor
S-00002422,429,2025-06-30,2025-07-07,10,Promoter
S-00002423,455,2025-06-30,2025-07-07,10,Promoter
S-00002424,465,2025-06-30,,,
S-00002425,478,2025-06-30,,,
S-00002426,495,2025-06-30,2025-07-03,8,Passive
S-00002427,498,2025-06-30,,,
S-00002428,502,2025-06-30,2025-07-06,9,Promoter
S-00002429,503,2025-06-30,2025-07-12,6,Detractor
S-00002430,504,2025-06-30,2025-07-11,8,Passive
S-00002431,518,2025-06-30,2025-07-09,8,Passive
S-00002432,519,2025-06-30,2025-07-09,8,Passive
S-00002433,523,2025-06-30,2025-07-02,10,Promoter
S-00002434,542,2025-06-30,2025-07-03,9,Promoter
S-00002435,543,2025-06-30,,,
S-00002436,544,2025-06-30,2025-07-01,7,Passive
S-00002437,557,2025-06-30,,,
S-00002438,561,2025-06-30,,,
S-00002439,562,2025-06-30,2025-06-30,6,Detractor
S-00002440,566,2025-06-30,2025-07-11,10,Promoter
S-00002441,574,2025-06-30,2025-07-04,6,Detractor
S-00002442,583,2025-06-30,2025-07-07,10,Promoter
S-00002443,587,2025-06-30,,,
S-00002444,597,2025-06-30,,,
S-00002445,599,2025-06-30,,,
S-00002446,601,2025-06-30,2025-07-13,4,Detractor
S-00002447,610,2025-06-30,2025-07-13,9,Promoter
S-00002448,614,2025-06-30,2025-07-09,5,Detractor
S-00002449,656,2025-06-30,2025-07-02,7,Passive
S-00002450,662,2025-06-30,2025-07-11,9,Promoter
S-00002451,668,2025-06-30,,,
S-00002452,686,2025-06-30,,,
S-00002453,690,2025-06-30,,,
S-00002454,691,2025-06-30,2025-07-06,8,Passive
S-00002455,693,2025-06-30,2025-06-30,4,Detractor
S-00002456,698,2025-06-30,2025-07-08,10,Promoter
S-00002457,708,2025-06-30,2025-07-04,8,Passive
S-00002458,722,2025-06-30,,,
S-00002459,726,2025-06-30,2025-07-06,10,Promoter
S-00002460,731,2025-06-30,,,
S-00002461,732,2025-06-30,2025-07-10,9,Promoter
S-00002462,750,2025-06-30,,,
S-00002463,756,2025-06-30,2025-07-02,10,Promoter
S-00002464,764,2025-06-30,2025-07-12,8,Passive
S-00002465,765,2025-06-30,,,
S-00002466,770,2025-06-30,,,
S-00002467,783,2025-06-30,2025-07-09,9,Promoter
S-00002468,785,2025-06-30,2025-07-13,10,Promoter
S-00002469,788,2025-06-30,,,
S-00002470,789,2025-06-30,2025-07-08,10,Promoter
S-00002471,799,2025-06-30,,,
S-00002472,803,2025-06-30,,,
S-00002473,805,2025-06-30,,,
S-00002474,809,2025-06-30,2025-07-07,7,Passive
S-00002475,812,2025-06-30,2025-07-02,4,Detractor
S-00002476,819,2025-06-30,2025-07-06,9,Promoter
S-00002477,821,2025-06-30,2025-07-03,7,Passive
S-00002478,825,2025-06-30,,,
S-00002479,826,2025-06-30,,,
S-00002480,830,2025-06-30,,,
S-00002481,834,2025-06-30,2025-07-03,9,Promoter
S-00002482,840,2025-06-30,2025-07-01,9,Promoter
S-00002483,846,2025-06-30,,,
S-00002484,850,2025-06-30,2025-07-01,9,Promoter
S-00002485,853,2025-06-30,,,
S-00002486,857,2025-06-30,2025-07-11,7,Passive
S-00002487,858,2025-06-30,2025-07-11,10,Promoter
S-00002488,864,2025-06-30,,,
S-00002489,878,2025-06-30,,,
S-00002490,879,2025-06-30,2025-07-12,8,Passive
S-00002491,888,2025-06-30,,,
S-00002492,904,2025-06-30,2025-06-30,8,Passive
S-00002493,912,2025-06-30,2025-07-08,8,Passive
S-00002494,913,2025-06-30,2025-07-14,10,Promoter
S-00002495,914,2025-06-30,2025-07-08,3,Detractor
S-00002496,916,2025-06-30,2025-06-30,10,Promoter
S-00002497,919,2025-06-30,2025-07-05,9,Promoter
S-00002498,922,2025-06-30,2025-07-14,9,Promoter
S-00002499,929,2025-06-30,,,
S-00002500,934,2025-06-30,,,
S-00002501,936,2025-06-30,,,
S-00002502,937,2025-06-30,2025-07-06,3,Detractor
S-00002503,938,2025-06-30,2025-07-06,7,Passive
S-00002504,943,2025-06-30,2025-07-03,7,Passive
S-00002505,946,2025-06-30,,,
S-00002506,7,2025-09-30,2025-10-03,7,Passive
S-00002507,10,2025-09-30,,,
S-00002508,14,2025-09-30,2025-10-05,9,Promoter
S-00002509,29,2025-09-30,2025-10-11,10,Promoter
S-00002510,41,2025-09-30,,,
S-00002511,52,2025-09-30,2025-09-30,8,Passive
S-00002512,53,2025-09-30,2025-10-14,8,Passive
S-00002513,54,2025-09-30,2025-09-30,7,Passive
S-00002514,57,2025-09-30,2025-10-06,8,Passive
S-00002515,76,2025-09-30,2025-10-08,8,Passive
S-00002516,77,2025-09-30,,,
S-00002517,136,2025-09-30,,,
S-00002518,147,2025-09-30,,,
S-00002519,179,2025-09-30,,,
S-00002520,183,2025-09-30,2025-10-06,6,Detractor
S-00002521,191,2025-09-30,,,
S-00002522,202,2025-09-30,2025-10-07,9,Promoter
S-00002523,211,2025-09-30,2025-10-11,8,Passive
S-00002524,213,2025-09-30,,,
S-00002525,214,2025-09-30,2025-10-06,7,Passive
S-00002526,217,2025-09-30,,,
S-00002527,221,2025-09-30,,,
S-00002528,237,2025-09-30,2025-10-01,9,Promoter
S-00002529,245,2025-09-30,,,
S-00002530,257,2025-09-30,2025-10-06,8,Passive
S-00002531,268,2025-09-30,2025-10-10,9,Promoter
S-00002532,272,2025-09-30,,,
S-00002533,278,2025-09-30,2025-10-01,6,Detractor
S-00002534,288,2025-09-30,2025-10-14,10,Promoter
S-00002535,296,2025-09-30,2025-10-14,7,Passive
S-00002536,297,2025-09-30,,,
S-00002537,298,2025-09-30,2025-10-11,7,Passive
S-00002538,299,2025-09-30,,,
S-00002539,302,2025-09-30,2025-10-11,8,Passive
S-00002540,309,2025-09-30,,,
S-00002541,314,2025-09-30,,,
S-00002542,327,2025-09-30,,,
S-00002543,333,2025-09-30,2025-10-13,8,Passive
S-00002544,338,2025-09-30,,,
S-00002545,345,2025-09-30,2025-10-03,9,Promoter
S-00002546,346,2025-09-30,,,
S-00002547,357,2025-09-30,2025-10-06,10,Promoter
S-00002548,363,2025-09-30,,,
S-00002549,413,2025-09-30,2025-10-13,9,Promoter
S-00002550,417,2025-09-30,2025-10-11,8,Passive
S-00002551,419,2025-09-30,,,
S-00002552,424,2025-09-30,,,
S-00002553,474,2025-09-30,,,
S-00002554,490,2025-09-30,,,
S-00002555,497,2025-09-30,,,
S-00002556,498,2025-09-30,,,
S-00002557,513,2025-09-30,,,
S-00002558,516,2025-09-30,2025-10-08,6,Detractor
S-00002559,539,2025-09-30,,,
S-00002560,544,2025-09-30,2025-10-06,6,Detractor
S-00002561,548,2025-09-30,,,
S-00002562,550,2025-09-30,,,
S-00002563,554,2025-09-30,2025-10-10,7,Passive
S-00002564,556,2025-09-30,,,
S-00002565,574,2025-09-30,,,
S-00002566,583,2025-09-30,2025-10-09,10,Promoter
S-00002567,588,2025-09-30,,,
S-00002568,595,2025-09-30,,,
S-00002569,598,2025-09-30,2025-10-03,10,Promoter
S-00002570,599,2025-09-30,2025-10-02,7,Passive
S-00002571,602,2025-09-30,,,
S-00002572,608,2025-09-30,2025-10-10,10,Promoter
S-00002573,615,2025-09-30,2025-10-08,8,Passive
S-00002574,635,2025-09-30,,,
S-00002575,637,2025-09-30,2025-10-10,5,Detractor
S-00002576,638,2025-09-30,2025-10-04,9,Promoter
S-00002577,640,2025-09-30,,,
S-00002578,654,2025-09-30,,,
S-00002579,655,2025-09-30,,,
S-00002580,656,2025-09-30,2025-10-02,5,Detractor
S-00002581,661,2025-09-30,2025-10-01,7,Passive
S-00002582,662,2025-09-30,2025-10-13,7,Passive
S-00002583,673,2025-09-30,2025-10-12,10,Promoter
S-00002584,674,2025-09-30,2025-10-09,4,Detractor
S-00002585,687,2025-09-30,,,
S-00002586,688,2025-09-30,2025-10-03,10,Promoter
S-00002587,691,2025-09-30,2025-09-30,7,Passive
S-00002588,698,2025-09-30,,,
S-00002589,699,2025-09-30,,,
S-00002590,713,2025-09-30,,,
S-00002591,726,2025-09-30,,,
S-00002592,729,2025-09-30,2025-10-02,7,Passive
S-00002593,731,2025-09-30,,,
S-00002594,734,2025-09-30,2025-10-11,8,Passive
S-00002595,752,2025-09-30,,,
S-00002596,764,2025-09-30,2025-10-01,10,Promoter
S-00002597,771,2025-09-30,,,
S-00002598,785,2025-09-30,2025-10-09,8,Passive
S-00002599,787,2025-09-30,2025-10-06,8,Passive
S-00002600,795,2025-09-30,2025-10-06,10,Promoter
S-00002601,799,2025-09-30,2025-10-07,8,Passive
S-00002602,804,2025-09-30,2025-10-06,9,Promoter
S-00002603,805,2025-09-30,,,
S-00002604,808,2025-09-30,2025-10-09,8,Passive
S-00002605,809,2025-09-30,2025-10-03,10,Promoter
S-00002606,810,2025-09-30,,,
S-00002607,811,2025-09-30,,,
S-00002608,812,2025-09-30,,,
S-00002609,813,2025-09-30,2025-10-13,9,Promoter
S-00002610,816,2025-09-30,,,
S-00002611,817,2025-09-30,,,
S-00002612,822,2025-09-30,,,
S-00002613,823,2025-09-30,2025-10-05,9,Promoter
S-00002614,825,2025-09-30,2025-10-09,7,Passive
S-00002615,827,2025-09-30,2025-10-08,10,Promoter
S-00002616,828,2025-09-30,2025-10-13,3,Detractor
S-00002617,836,2025-09-30,,,
S-00002618,845,2025-09-30,,,
S-00002619,850,2025-09-30,,,
S-00002620,853,2025-09-30,2025-10-03,9,Promoter
S-00002621,858,2025-09-30,,,
S-00002622,859,2025-09-30,2025-10-13,9,Promoter
S-00002623,861,2025-09-30,,,
S-00002624,868,2025-09-30,,,
S-00002625,873,2025-09-30,2025-10-10,5,Detractor
S-00002626,889,2025-09-30,,,
S-00002627,892,2025-09-30,,,
S-00002628,899,2025-09-30,,,
S-00002629,900,2025-09-30,2025-10-13,8,Passive
S-00002630,902,2025-09-30,,,
S-00002631,910,2025-09-30,,,
S-00002632,912,2025-09-30,2025-10-06,5,Detractor
S-00002633,916,2025-09-30,,,
S-00002634,924,2025-09-30,,,
S-00002635,936,2025-09-30,,,
S-00002636,942,2025-09-30,,,
S-00002637,943,2025-09-30,,,
S-00002638,950,2025-09-30,,,
S-00002639,6,2025-12-31,,,
S-00002640,14,2025-12-31,,,
S-00002641,21,2025-12-31,2026-01-04,8,Passive
S-00002642,25,2025-12-31,2026-01-05,10,Promoter
S-00002643,32,2025-12-31,,,
S-00002644,33,2025-12-31,,,
S-00002645,34,2025-12-31,2026-01-12,10,Promoter
S-00002646,61,2025-12-31,,,
S-00002647,64,2025-12-31,2025-12-31,10,Promoter
S-00002648,68,2025-12-31,2026-01-07,8,Passive
S-00002649,80,2025-12-31,,,
S-00002650,82,2025-12-31,2025-12-31,5,Detractor
S-00002651,110,2025-12-31,2026-01-08,9,Promoter
S-00002652,135,2025-12-31,,,
S-00002653,136,2025-12-31,2026-01-14,7,Passive
S-00002654,138,2025-12-31,2026-01-01,10,Promoter
S-00002655,168,2025-12-31,2026-01-13,6,Detractor
S-00002656,180,2025-12-31,2026-01-02,9,Promoter
S-00002657,182,2025-12-31,2026-01-13,8,Passive
S-00002658,188,2025-12-31,,,
S-00002659,191,2025-12-31,2025-12-31,9,Promoter
S-00002660,214,2025-12-31,2026-01-07,6,Detractor
S-00002661,225,2025-12-31,,,
S-00002662,229,2025-12-31,2026-01-12,9,Promoter
S-00002663,233,2025-12-31,,,
S-00002664,237,2025-12-31,,,
S-00002665,239,2025-12-31,,,
S-00002666,242,2025-12-31,,,
S-00002667,244,2025-12-31,,,
S-00002668,245,2025-12-31,2026-01-04,10,Promoter
S-00002669,247,2025-12-31,2026-01-12,7,Passive
S-00002670,273,2025-12-31,2026-01-03,10,Promoter
S-00002671,290,2025-12-31,2026-01-11,8,Passive
S-00002672,308,2025-12-31,2026-01-03,9,Promoter
S-00002673,312,2025-12-31,2026-01-14,8,Passive
S-00002674,315,2025-12-31,2026-01-10,9,Promoter
S-00002675,323,2025-12-31,2025-12-31,9,Promoter
S-00002676,333,2025-12-31,2026-01-06,8,Passive
S-00002677,334,2025-12-31,,,
S-00002678,345,2025-12-31,2026-01-07,8,Passive
S-00002679,350,2025-12-31,2026-01-09,6,Detractor
S-00002680,354,2025-12-31,2026-01-13,8,Passive
S-00002681,355,2025-12-31,,,
S-00002682,365,2025-12-31,,,
S-00002683,375,2025-12-31,,,
S-00002684,376,2025-12-31,2026-01-08,8,Passive
S-00002685,389,2025-12-31,,,
S-00002686,417,2025-12-31,2026-01-02,8,Passive
S-00002687,440,2025-12-31,2026-01-13,10,Promoter
S-00002688,444,2025-12-31,2026-01-05,7,Passive
S-00002689,446,2025-12-31,,,
S-00002690,454,2025-12-31,2025-12-31,8,Passive
S-00002691,468,2025-12-31,2026-01-05,5,Detractor
S-00002692,477,2025-12-31,2026-01-14,10,Promoter
S-00002693,490,2025-12-31,,,
S-00002694,494,2025-12-31,,,
S-00002695,497,2025-12-31,2026-01-04,8,Passive
S-00002696,498,2025-12-31,2026-01-09,9,Promoter
S-00002697,509,2025-12-31,,,
S-00002698,532,2025-12-31,,,
S-00002699,533,2025-12-31,,,
S-00002700,541,2025-12-31,,,
S-00002701,548,2025-12-31,2026-01-02,10,Promoter
S-00002702,557,2025-12-31,,,
S-00002703,580,2025-12-31,2026-01-07,8,Passive
S-00002704,587,2025-12-31,,,
S-00002705,589,2025-12-31,2026-01-14,9,Promoter
S-00002706,599,2025-12-31,2026-01-13,7,Passive
S-00002707,601,2025-12-31,2026-01-14,6,Detractor
S-00002708,602,2025-12-31,,,
S-00002709,606,2025-12-31,,,
S-00002710,619,2025-12-31,2026-01-12,6,Detractor
S-00002711,626,2025-12-31,,,
S-00002712,629,2025-12-31,2026-01-08,10,Promoter
S-00002713,631,2025-12-31,,,
S-00002714,632,2025-12-31,,,
S-00002715,638,2025-12-31,2026-01-03,10,Promoter
S-00002716,654,2025-12-31,2026-01-03,8,Passive
S-00002717,668,2025-12-31,,,
S-00002718,678,2025-12-31,2026-01-04,9,Promoter
S-00002719,688,2025-12-31,2026-01-04,7,Passive
S-00002720,692,2025-12-31,,,
S-00002721,698,2025-12-31,,,
S-00002722,699,2025-12-31,2026-01-05,7,Passive
S-00002723,723,2025-12-31,,,
S-00002724,726,2025-12-31,,,
S-00002725,733,2025-12-31,2026-01-13,10,Promoter
S-00002726,737,2025-12-31,,,
S-00002727,755,2025-12-31,2026-01-01,1,Detractor
S-00002728,756,2025-12-31,2026-01-09,9,Promoter
S-00002729,784,2025-12-31,,,
S-00002730,795,2025-12-31,2026-01-04,10,Promoter
S-00002731,799,2025-12-31,2026-01-13,10,Promoter
S-00002732,803,2025-12-31,2026-01-01,7,Passive
S-00002733,805,2025-12-31,,,
S-00002734,808,2025-12-31,,,
S-00002735,809,2025-12-31,,,
S-00002736,818,2025-12-31,2026-01-06,9,Promoter
S-00002737,825,2025-12-31,2026-01-12,8,Passive
S-00002738,829,2025-12-31,2026-01-03,8,Passive
S-00002739,831,2025-12-31,,,
S-00002740,833,2025-12-31,,,
S-00002741,835,2025-12-31,2026-01-09,7,Passive
S-00002742,839,2025-12-31,2026-01-02,8,Passive
S-00002743,845,2025-12-31,2026-01-06,6,Detractor
S-00002744,860,2025-12-31,,,
S-00002745,867,2025-12-31,2026-01-03,8,Passive
S-00002746,868,2025-12-31,,,
S-00002747,870,2025-12-31,2026-01-12,10,Promoter
S-00002748,872,2025-12-31,2026-01-02,10,Promoter
S-00002749,878,2025-12-31,2026-01-03,6,Detractor
S-00002750,879,2025-12-31,,,
S-00002751,882,2025-12-31,2026-01-01,8,Passive
S-00002752,884,2025-12-31,,,
S-00002753,891,2025-12-31,,,
S-00002754,901,2025-12-31,2026-01-07,6,Detractor
S-00002755,902,2025-12-31,2026-01-06,6,Detractor
S-00002756,905,2025-12-31,2026-01-01,10,Promoter
S-00002757,908,2025-12-31,,,
S-00002758,920,2025-12-31,2026-01-10,5,Detractor
S-00002759,924,2025-12-31,2026-01-02,6,Detractor
S-00002760,927,2025-12-31,2026-01-05,10,Promoter
S-00002761,939,2025-12-31,2026-01-11,7,Passive
S-00002762,948,2025-12-31,2026-01-05,9,Promoter
S-00002763,950,2025-12-31,,,
S-00002764,956,2025-12-31,2026-01-01,10,Promoter
S-00002765,959,2025-12-31,,,
